id,_kf_producao,dataFusao,ordenacao,_kf_FichaTecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,Tempo Total (minutos),not_before_date,deadline,dataHoraProcess,_kf_statusIntegration,StatusIntegrationId,status_create_date,dt
7473,146472,2025-10-08,2,4805,9,2698,Pep Set,Carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7474,146472,2025-10-08,2,4805,20,2629,Cold Box Soprado,Sopradora,Silica,2,2,peça,3,1,8,0,12,4,1,6,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7475,146473,2025-10-08,8,4805,1,2690,Cold Box Gasado,Cold Box 4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7476,146473,2025-10-08,8,4805,2,2691,Cold Box Gasado,Cold Box 4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7477,146473,2025-10-08,8,4805,3,2692,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,1,8,0,8,4,1,6,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7478,146473,2025-10-08,8,4805,4,2693,Cold Box Soprado,Sopradora,Silica,1,4,peça,4,1,8,0,32,8,1,11,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7479,146473,2025-10-08,8,4805,5,2694,Pep Set,Vibrado,Silica,77,1,peça,1,2,8,0,8,8,28,224,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7480,146473,2025-10-08,8,4805,6,2695,Pep Set,Carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7481,146473,2025-10-08,8,4805,7,2696,Pep Set,Carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7482,146473,2025-10-08,8,4805,8,2697,Pep Set,Carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7483,146473,2025-10-08,8,4805,9,2698,Pep Set,Carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7484,146473,2025-10-08,8,4805,20,2629,Cold Box Soprado,Sopradora,Silica,2,2,peça,3,1,8,0,12,4,1,6,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7485,146506,2025-09-30,9,4292,1,1755,Cold Box Soprado,Sopradora,Silica,12,1,peça,1,1,72,0,72,72,1,102,2025-09-26,2025-09-26,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7486,146506,2025-09-30,9,4292,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,72,0,1,1,1,1,2025-09-26,2025-09-26,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7487,146507,2025-10-01,11,4292,1,1755,Cold Box Soprado,Sopradora,Silica,12,1,peça,1,1,72,0,72,72,1,102,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7488,146507,2025-10-01,11,4292,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,72,0,1,1,1,1,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7489,146527,2025-10-03,16,4755,1,116,Pep Set,Chão,Silica,13,1,peça,1,2,20,0,20,20,15,300,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7490,146527,2025-10-03,16,4755,2,117,Cold Box Soprado,Sopradora,Silica,6,1,peça,2,1,20,0,20,10,1,14,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7491,146527,2025-10-03,16,4755,3,2514,Cold Box Soprado,Sopradora,Silica,3,1,peça,4,1,20,0,20,5,1,7,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7492,146528,2025-10-06,3,4755,1,116,Pep Set,Chão,Silica,13,1,peça,1,2,20,0,20,20,15,300,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7493,146528,2025-10-06,3,4755,2,117,Cold Box Soprado,Sopradora,Silica,6,1,peça,2,1,20,0,20,10,1,14,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7494,146528,2025-10-06,3,4755,3,2514,Cold Box Soprado,Sopradora,Silica,3,1,peça,4,1,20,0,20,5,1,7,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7495,146643,2025-10-07,13,4834,21,2905,Cold Box Gasado,Cold Box Pequena,Silica,5,1,Molde,2,1,273,0,13,7,3,16,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7496,146661,2025-10-08,11,3509,1,2066,Pep Set,Vibrado,Cromita,1,1,peça,4,1,192,0,192,48,28,1344,2025-10-06,2025-10-07,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7497,146661,2025-10-08,11,3509,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,192,0,1,1,1,1,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7498,146668,2025-10-08,14,285,1,190,Pep Set,Chão,Silica areia nova,2,1,peça,1,1,13,0,13,13,15,195,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7499,146668,2025-10-08,14,285,29,2925,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,13,0,1,1,1,1,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7500,146669,2025-10-07,15,285,1,190,Pep Set,Chão,Silica areia nova,2,1,peça,1,1,5,0,5,5,15,75,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7501,146669,2025-10-07,15,285,29,2925,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,5,0,1,1,1,1,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7502,146688,2025-10-07,12,4855,1,2779,Pep Set,Carrossel,Silica,67,1,peça,1,1,4,0,4,4,1,5,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7503,146689,2025-10-03,5,4856,1,2774,Pep Set,Carrossel,Silica,2,1,peça,2,1,4,0,4,2,1,3,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7504,146690,2025-10-03,5,4857,1,2775,Pep Set,Carrossel,Silica,2,1,peça,2,1,4,0,4,2,1,3,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7505,146701,2025-09-29,17,5231,29,2925,Pep Set,Carrossel,Silica areia nova,\N,1,Lote,1,1,1,0,1,1,1,1,2025-09-25,2025-09-25,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7506,146730,2025-10-02,7,4773,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,12,0,1,1,1,1,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7507,146734,2025-10-01,17,151,1,76,Cold Box Gasado,Cold Box Pequena,Silica,1,1,peça,2,2,320,120,40,20,3,50,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7508,146734,2025-10-01,17,151,2,77,Cold Box Gasado,Cold Box Pequena,Silica,1,1,peça,2,2,320,120,40,20,3,50,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7509,146734,2025-10-01,17,151,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,320,0,1,1,1,1,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7510,146757,2025-09-30,17,4841,1,2225,Pep Set,Chão,Cromita,\N,1,peça,1,1,1,0,1,1,15,15,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7511,146779,2025-10-02,17,4135,1,2301,Cold Box Gasado,Cold Box Pequena,Silica,6,1,peça,1,2,84,0,84,84,3,210,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7512,146779,2025-10-02,17,4135,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,84,0,1,1,1,1,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7513,146812,2025-09-29,15,4835,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,27,13,7,1,9,2025-09-25,2025-09-25,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7514,146812,2025-09-29,15,4835,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,27,13,7,1,9,2025-09-25,2025-09-25,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7515,146813,2025-10-02,3,4835,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7516,146813,2025-10-02,3,4835,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7517,146814,2025-10-03,4,4835,1,2707,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7518,146814,2025-10-03,4,4835,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7519,146814,2025-10-03,4,4835,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7520,146815,2025-10-06,10,4835,1,2707,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7521,146815,2025-10-06,10,4835,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7522,146815,2025-10-06,10,4835,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7523,146816,2025-10-07,5,4835,1,2707,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7524,146816,2025-10-07,5,4835,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7525,146816,2025-10-07,5,4835,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7526,146817,2025-10-08,9,4835,1,2707,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7527,146817,2025-10-08,9,4835,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7528,146817,2025-10-08,9,4835,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7529,146831,2025-09-29,16,4836,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-09-25,2025-09-25,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7530,146831,2025-09-29,16,4836,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-09-25,2025-09-25,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7531,146832,2025-10-02,4,4836,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7532,146832,2025-10-02,4,4836,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7533,146833,2025-10-03,11,4836,1,2715,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7534,146833,2025-10-03,11,4836,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7535,146833,2025-10-03,11,4836,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7536,146834,2025-10-06,11,4836,1,2715,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7537,146834,2025-10-06,11,4836,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7538,146834,2025-10-06,11,4836,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7539,146835,2025-10-07,6,4836,1,2715,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7540,146835,2025-10-07,6,4836,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7541,146835,2025-10-07,6,4836,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7542,146836,2025-10-08,10,4836,1,2715,Cold Box Soprado,Sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7543,146836,2025-10-08,10,4836,2,2708,Cold Box Soprado,Sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7544,146836,2025-10-08,10,4836,3,2709,Cold Box Soprado,Sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7545,146840,2025-10-03,6,4858,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7546,146840,2025-10-03,6,4858,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7547,146841,2025-10-06,13,4858,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7548,146841,2025-10-06,13,4858,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7549,146842,2025-10-07,10,4858,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7550,146842,2025-10-07,10,4858,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7551,146843,2025-10-08,12,4858,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7552,146843,2025-10-08,12,4858,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7553,146846,2025-10-06,14,4859,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7554,146846,2025-10-06,14,4859,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7555,146847,2025-10-07,11,4859,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7556,146847,2025-10-07,11,4859,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7557,146848,2025-10-08,13,4859,1,2735,Cold Box Soprado,Sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7558,146848,2025-10-08,13,4859,2,2736,Cold Box Soprado,Sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7559,146868,2025-10-08,14,4843,1,2882,Cold Box Gasado,Cold Box Pequena,Silica areia nova,1,1,peça,4,1,8,0,8,2,3,5,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7560,146868,2025-10-08,14,4843,2,2883,Cold Box Gasado,Cold Box Pequena,Silica areia nova,1,1,peça,4,1,8,0,8,2,3,5,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7561,146868,2025-10-08,14,4843,3,2884,Pep Set,Chão,Silica areia nova,24,1,peça,1,1,8,0,8,8,15,120,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7562,146868,2025-10-08,14,4843,29,2925,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,8,0,1,1,1,1,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7563,146879,2025-10-03,5,2419,1,1479,Cold Box Gasado,Cold Box Pequena,Silica,1,1,peça,2,1,56,0,28,14,3,35,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7564,146911,2025-09-30,7,1630,1,979,Pep Set,Chão,Cromita,1,1,peça,1,1,6,0,6,6,15,90,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7565,146914,2025-10-03,9,1727,1,2875,Pep Set,Chão,Cromita,6,1,peça,1,1,6,0,6,6,15,90,2025-10-01,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7566,146918,2025-09-30,15,4845,1,2879,Cold Box Gasado,Cold Box 4,Silica,8,1,peça,1,1,32,0,32,32,3,80,2025-09-26,2025-09-26,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7567,146920,2025-09-30,7,1631,1,978,Pep Set,Chão,Cromita,1,1,peça,2,2,4,0,4,2,15,30,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7568,146943,2025-10-07,15,1036,1,679,Cold Box Gasado,Cold Box Pequena,Silica areia nova,3,1,peça,1,1,6,0,6,6,3,15,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7569,146943,2025-10-07,15,1036,29,2925,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,6,0,1,1,1,1,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7570,146970,2025-10-03,14,152,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,36,0,1,1,1,1,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7571,146973,2025-10-03,17,4587,1,347,Cold Box Gasado,Cold Box Pequena,Silica areia nova,1,2,peça,1,2,18,0,36,36,3,90,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7572,146973,2025-10-03,17,4587,2,348,Cold Box Gasado,Cold Box Pequena,Silica areia nova,0,2,peça,4,2,18,0,36,9,3,23,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7573,146973,2025-10-03,17,4587,3,\N,Cold Box Gasado,Cold Box Pequena,Silica,8,0,peça,\N,0,18,0,3,\N,3,\N,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7574,147134,2025-10-03,15,4031,1,2367,Pep Set,Chão,Silica,33,1,peça,1,1,6,4,2,2,15,30,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7575,147134,2025-10-03,15,4031,2,2218,Pep Set,Carrossel,Silica,4,1,peça,1,1,6,0,6,6,1,8,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7576,147134,2025-10-03,15,4031,3,2368,Pep Set,Carrossel,Silica,2,1,peça,1,1,6,0,6,6,1,8,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7577,147134,2025-10-03,15,4031,4,2369,Pep Set,Carrossel,Silica,1,1,peça,1,1,6,0,6,6,1,8,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7578,147153,2025-10-03,15,4194,1,2217,Pep Set,Chão,Silica,33,1,peça,1,1,6,4,2,2,15,30,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7579,147153,2025-10-03,15,4194,2,2218,Pep Set,Carrossel,Silica,4,1,peça,1,1,6,0,6,6,1,8,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7580,147153,2025-10-03,15,4194,3,2219,Pep Set,Carrossel,Silica,2,1,peça,1,1,6,0,6,6,1,8,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7581,147153,2025-10-03,15,4194,4,2220,Pep Set,Carrossel,Silica,1,1,peça,1,1,6,0,6,6,1,8,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7582,147185,2025-10-01,10,4558,1,923,Pep Set,Chão,Cromita,21,1,peça,1,1,2,0,2,2,15,30,2025-09-29,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7583,147186,2025-10-01,10,4559,1,922,Pep Set,Chão,Cromita,14,1,peça,1,1,2,0,2,2,15,30,2025-09-29,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7584,147201,2025-10-01,10,4197,1,2351,Pep Set,Chão,Cromita,2,1,peça,1,1,8,0,8,8,15,120,2025-09-29,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7585,147201,2025-10-01,10,4197,2,2352,Pep Set,Chão,Cromita,1,1,peça,1,1,8,0,8,8,15,120,2025-09-29,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7586,147201,2025-10-01,10,4197,30,2926,Pep Set,Carrossel,Silica,\N,1,Lote,1,1,8,0,1,1,1,1,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
