id,_kf_producao,datafusao,ordenacao,_kf_fichatecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,tempo_total,not_before_date,deadline,datahoraprocess,_kf_statusintegration,statusintegrationid,status_create_date,dt,maquina,not_sequence,inicio,fim
31054,148741,2025-11-17,5,4822,1,2612,coldboxsoprado,sopradora,Silica,0.0,2,peça,6,1,4,0,8,1,1,2,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 16:10:00,2025-11-11 16:11:00
31055,148741,2025-11-17,5,4822,2,2574,coldboxsoprado,sopradora,Silica,0.0,2,peça,6,1,4,0,8,1,1,2,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 16:11:00,2025-11-11 16:12:00
30993,148507,2025-11-17,6,4823,1,2575,coldboxsoprado,sopradora,Silica,1.0,2,peça,2,1,10,0,20,10,1,14,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 16:22:00,2025-11-11 16:32:00
30994,148507,2025-11-17,6,4823,2,2576,coldboxsoprado,sopradora,Silica,1.0,1,peça,1,1,10,0,10,10,1,14,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 16:32:00,2025-11-11 16:42:00
30995,148507,2025-11-17,6,4823,3,2577,coldboxsoprado,sopradora,Silica,1.0,2,peça,4,1,10,0,20,5,1,7,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 16:52:00,2025-11-11 16:57:00
31056,148742,2025-11-17,10,4823,1,2575,coldboxsoprado,sopradora,Silica,1.0,2,peça,2,1,2,0,4,2,1,3,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 17:07:00,2025-11-11 17:09:00
31057,148742,2025-11-17,10,4823,2,2576,coldboxsoprado,sopradora,Silica,1.0,1,peça,1,1,2,0,2,2,1,3,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 17:09:00,2025-11-11 17:11:00
31058,148742,2025-11-17,10,4823,3,2577,coldboxsoprado,sopradora,Silica,1.0,2,peça,4,1,2,0,4,1,1,1,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 17:21:00,2025-11-11 17:22:00
30805,146778,2025-11-17,11,4396,1,2302,coldboxsoprado,sopradora,Silica,11.0,1,peça,1,1,48,0,48,48,1,68,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 18:45:00,2025-11-11 19:33:00
30835,146999,2025-11-17,12,4689,2,114,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 19:33:00,2025-11-11 19:37:00
