_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline
145609,7/28/2025,17,4054,7,Cold Box Soprado,Sopradora,Silica,1.36, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/22/2025,7/24/2025
144515,7/28/2025,19,5173,30,Pep Set,Carrossel,Silica,,1,peça,1,1,4,0,4,4,1.25, 5 ,7/22/2025,7/24/2025
144606,7/29/2025,4,5173,30,Pep Set,Carrossel,Silica,,1,peça,1,1,4,0,4,4,1.25, 5 ,7/23/2025,7/25/2025
144972,7/29/2025,10,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.6, 1.00 ,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/23/2025,7/25/2025
145057,7/29/2025,11,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.600 ,1,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/23/2025,7/25/2025
138310,7/30/2025,4,4836,2,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/24/2025,7/28/2025
138310,7/30/2025,4,4836,3,Cold Box Soprado,Sopradora,Silica,1.3, 1.00 ,peça,2,2,40,0,40,20,1.42, 28 ,7/24/2025,7/28/2025
138325,7/30/2025,5,4835,2,Cold Box Soprado,Sopradora,Silica,3.200 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/24/2025,7/28/2025
138325,7/30/2025,5,4835,3,Cold Box Soprado,Sopradora,Silica,1.300 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/24/2025,7/28/2025
144977,7/30/2025,8,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,10,10,10,1.25, 13 ,7/24/2025,7/28/2025
145058,7/30/2025,12,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.6, 1.00 ,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/24/2025,7/28/2025
146099,7/30/2025,14,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.600 ,1,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/24/2025,7/28/2025
145005,7/30/2025,15,4821,22,Cold Box Gasado,Cold Box Pequena,Silica,7.92, 1.00 ,Molde,2,1,84,0,7,3.5,2.5, 9 ,7/24/2025,7/28/2025
145423,7/30/2025,15,2671,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,84,0,6,3,2.5, 8 ,7/24/2025,7/28/2025
145975,7/30/2025,15,3166,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,48,0,2,1,2.5, 3 ,7/24/2025,7/28/2025
146100,7/30/2025,15,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.6, 1.00 ,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/24/2025,7/28/2025
145302,7/30/2025,17,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,3,5,5,28, 140 ,7/24/2025,7/28/2025
145354,7/31/2025,4,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/25/2025,7/29/2025
145370,7/31/2025,4,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/25/2025,7/29/2025
145356,7/31/2025,5,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/25/2025,7/29/2025
145372,7/31/2025,5,4689,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/25/2025,7/29/2025
145372,7/31/2025,5,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/25/2025,7/29/2025
145355,7/31/2025,6,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/25/2025,7/29/2025
145371,7/31/2025,6,4689,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/25/2025,7/29/2025
138311,7/31/2025,7,4836,2,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,2,40,0,40,20,1.42, 28 ,7/25/2025,7/29/2025
138311,7/31/2025,7,4836,3,Cold Box Soprado,Sopradora,Silica,1.3, 1.00 ,peça,2,2,40,0,40,20,1.42, 28 ,7/25/2025,7/29/2025
145422,7/31/2025,8,551,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,266,0,19,9.5,2.5, 24 ,7/25/2025,7/29/2025
145303,7/31/2025,9,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/25/2025,7/29/2025
145303,7/31/2025,9,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/25/2025,7/29/2025
145303,7/31/2025,9,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/25/2025,7/29/2025
145612,7/31/2025,11,4054,2,Pep Set,Carrossel,Silica,27.400 ,1,peça,1,1,12,9,3,3,1.25, 4 ,7/25/2025,7/29/2025
132283,7/31/2025,13,4668,1,Cold Box Soprado,Sopradora,Silica,7.400 ,1,peça,1,1,40,0,40,40,1.42, 57 ,7/25/2025,7/29/2025
145304,7/31/2025,14,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/25/2025,7/29/2025
145304,7/31/2025,14,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/25/2025,7/29/2025
145304,7/31/2025,14,4805,5,Pep Set,Vibrado,Silica,76.5, 1.00 ,peça,1,2,8,0,8,8,28, 224 ,7/25/2025,7/29/2025
138326,7/31/2025,15,4835,2,Cold Box Soprado,Sopradora,Silica,3.200 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/25/2025,7/29/2025
138326,7/31/2025,15,4835,3,Cold Box Soprado,Sopradora,Silica,1.3, 1.00 ,peça,2,2,40,0,40,20,1.42, 28 ,7/25/2025,7/29/2025
138327,7/31/2025,16,4835,2,Cold Box Soprado,Sopradora,Silica,3.200 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/25/2025,7/29/2025
138327,7/31/2025,16,4835,3,Cold Box Soprado,Sopradora,Silica,1.300 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/25/2025,7/29/2025
145600,7/31/2025,17,4292,1,Cold Box Soprado,Sopradora,Silica,12.000 ,1,peça,1,1,72,0, 72 ,72,1.42, 102 ,7/25/2025,7/29/2025
144597,8/1/2025,1,4845,2,Pep Set,Carrossel,Silica,6.500 ,1,peça,1,1,32,24,8,8,1.25, 10 ,7/28/2025,7/30/2025
144597,8/1/2025,1,4845,3,Pep Set,Carrossel,Silica,6.800 ,1,peça,1,1,32,25,7,7,1.25, 9 ,7/28/2025,7/30/2025
138312,8/1/2025,4,4836,2,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/28/2025,7/30/2025
138312,8/1/2025,4,4836,3,Cold Box Soprado,Sopradora,Silica,1.300 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/28/2025,7/30/2025
145357,8/1/2025,5,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145373,8/1/2025,5,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145358,8/1/2025,6,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145358,8/1/2025,6,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/28/2025,7/30/2025
145358,8/1/2025,6,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,7/28/2025,7/30/2025
145374,8/1/2025,6,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145374,8/1/2025,6,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/28/2025,7/30/2025
145374,8/1/2025,6,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/28/2025,7/30/2025
145601,8/1/2025,7,4292,1,Cold Box Soprado,Sopradora,Silica,12, 1.00 ,peça,1,1,72,0,72,72,1.42, 102 ,7/28/2025,7/30/2025
145613,8/1/2025,9,4054,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,8,4,4,15, 60 ,7/28/2025,7/30/2025
145613,8/1/2025,9,4054,2,Pep Set,Carrossel,Silica,27.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/28/2025,7/30/2025
145613,8/1/2025,9,4054,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/28/2025,7/30/2025
145613,8/1/2025,9,4054,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/28/2025,7/30/2025
144195,8/1/2025,10,5155,25,Pep Set,Carrossel,Silica,4.800 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/28/2025,7/30/2025
146101,8/1/2025,10,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.600 ,1,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/28/2025,7/30/2025
145359,8/1/2025,11,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145359,8/1/2025,11,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145359,8/1/2025,11,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,7/28/2025,7/30/2025
145359,8/1/2025,11,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/28/2025,7/30/2025
145375,8/1/2025,11,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145375,8/1/2025,11,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/28/2025,7/30/2025
145375,8/1/2025,11,4689,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,7/28/2025,7/30/2025
145375,8/1/2025,11,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/28/2025,7/30/2025
145305,8/1/2025,12,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/28/2025,7/30/2025
145305,8/1/2025,12,4805,4,Cold Box Soprado,Sopradora,Silica,0.93, 4.00 ,peça,4,1,8,0,32,8,1.42, 11 ,7/28/2025,7/30/2025
145305,8/1/2025,12,4805,5,Pep Set,Vibrado,Silica,76.5, 1.00 ,peça,1,2,8,0,8,8,28, 224 ,7/28/2025,7/30/2025
145305,8/1/2025,12,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,7/28/2025,7/30/2025
145306,8/1/2025,13,4805,3,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,1,8,0,8,4,1.42, 6 ,7/28/2025,7/30/2025
145306,8/1/2025,13,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/28/2025,7/30/2025
145306,8/1/2025,13,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/28/2025,7/30/2025
145306,8/1/2025,13,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,7/28/2025,7/30/2025
144261,8/1/2025,15,4835,1,Cold Box Soprado,Sopradora,Silica,3.600 ,1,peça,4,2,40,0, 40 ,10,1.42, 14 ,7/28/2025,7/30/2025
144261,8/1/2025,15,4835,2,Cold Box Soprado,Sopradora,Silica,3.2, 1.00 ,peça,2,2,40,0,40,20,1.42, 28 ,7/28/2025,7/30/2025
144261,8/1/2025,15,4835,3,Cold Box Soprado,Sopradora,Silica,1.300 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/28/2025,7/30/2025
145060,8/1/2025,16,947,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,16,4,4,1.25, 5 ,7/28/2025,7/30/2025
145060,8/1/2025,16,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/28/2025,7/30/2025
145060,8/1/2025,16,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/28/2025,7/30/2025
145075,8/1/2025,17,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/28/2025,7/30/2025
145075,8/1/2025,17,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/28/2025,7/30/2025
145075,8/1/2025,17,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/28/2025,7/30/2025
145605,8/1/2025,18,4073,1,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,0,12,12,15, 180 ,7/28/2025,7/30/2025
145605,8/1/2025,18,4073,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/28/2025,7/30/2025
145605,8/1/2025,18,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/28/2025,7/30/2025
145439,8/4/2025,1,4845,1,Cold Box Gasado,Cold Box 4,Silica,7.500 ,1,peça,1,1,32,0,32,32,2.5, 80 ,7/29/2025,7/31/2025
145439,8/4/2025,1,4845,2,Pep Set,Carrossel,Silica,6.5, 1.00 ,peça,1,1,32,0,32,32,1.25, 40 ,7/29/2025,7/31/2025
145439,8/4/2025,1,4845,3,Pep Set,Carrossel,Silica,6.8, 1.00 ,peça,1,1,32,0,32,32,1.25, 40 ,7/29/2025,7/31/2025
145435,8/4/2025,2,4755,1,Pep Set,Chão,Silica,12.500 ,1,peça,1,2,20,0, 20 ,20,15, 300 ,7/29/2025,7/31/2025
145435,8/4/2025,2,4755,2,Cold Box Soprado,Sopradora,Silica,6.400 ,1,peça,2,1,20,0,20,10,1.42, 14 ,7/29/2025,7/31/2025
145435,8/4/2025,2,4755,3,Cold Box Soprado,Sopradora,Silica,3.46, 1.00 ,peça,4,1,20,0,20,5,1.42, 7 ,7/29/2025,7/31/2025
144276,8/4/2025,3,4836,1,Cold Box Soprado,Sopradora,Silica,3.600 ,1,peça,4,2,40,0,40,10,1.42, 14 ,7/29/2025,7/31/2025
144276,8/4/2025,3,4836,2,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,2,40,0, 40 ,20,1.42, 28 ,7/29/2025,7/31/2025
144276,8/4/2025,3,4836,3,Cold Box Soprado,Sopradora,Silica,1.300 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/29/2025,7/31/2025
144277,8/4/2025,4,4836,1,Cold Box Soprado,Sopradora,Silica,3.600 ,1,peça,4,2,40,0,40,10,1.42, 14 ,7/29/2025,7/31/2025
144277,8/4/2025,4,4836,2,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,2,40,0,40,20,1.42, 28 ,7/29/2025,7/31/2025
144277,8/4/2025,4,4836,3,Cold Box Soprado,Sopradora,Silica,1.300 ,1,peça,2,2,40,0,40,20,1.42, 28 ,7/29/2025,7/31/2025
145576,8/4/2025,5,4467,1,Pep Set,Chão,Silica,36.5, 1.00 ,peça,1,1,3,0,3,3,15, 45 ,7/29/2025,7/31/2025
145576,8/4/2025,5,4467,14,Cold Box Gasado,Cold Box Pequena,Silica,0.495, 1.00 ,peça,1,1,3,0,3,3,2.5, 8 ,7/29/2025,7/31/2025
145990,8/4/2025,5,4554,1,Pep Set,Chão,Silica,158.5, 1.00 ,peça,1,1,1,0,1,1,15, 15 ,7/29/2025,7/31/2025
145991,8/4/2025,5,4560,1,Pep Set,Chão,Silica,48, 1.00 ,peça,1,1,1,0,1,1,15, 15 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,1,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,0,12,12,15, 180 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,2,Pep Set,Carrossel,Silica,27.4, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0, 12 ,12,1.25, 15 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,4,Pep Set,Carrossel,Silica,6.1, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,5,Pep Set,Carrossel,Silica,1.450 ,1,peça,1,2,12,0,12,12,1.25, 15 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/29/2025,7/31/2025
145614,8/4/2025,7,4054,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0, 8 ,8,1.25, 10 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/29/2025,7/31/2025
145307,8/4/2025,8,4805,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,8,0,12,4,1.42, 6 ,7/29/2025,7/31/2025
145091,8/4/2025,10,947,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/29/2025,7/31/2025
145091,8/4/2025,10,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/29/2025,7/31/2025
145091,8/4/2025,10,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0, 20 ,20,1.25, 25 ,7/29/2025,7/31/2025
145091,8/4/2025,10,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/29/2025,7/31/2025
145076,8/4/2025,11,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0, 20 ,20,1.25, 25 ,7/29/2025,7/31/2025
145076,8/4/2025,11,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/29/2025,7/31/2025
145076,8/4/2025,11,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/29/2025,7/31/2025
145076,8/4/2025,11,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/29/2025,7/31/2025
145669,8/4/2025,12,4073,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/29/2025,7/31/2025
145669,8/4/2025,12,4073,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/29/2025,7/31/2025
145669,8/4/2025,12,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/29/2025,7/31/2025
145406,8/4/2025,13,5041,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,20,0,2,1,2.5, 3 ,7/29/2025,7/31/2025
145408,8/4/2025,13,5040,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,160,0,16,8,2.5, 20 ,7/29/2025,7/31/2025
144196,8/4/2025,14,5155,25,Pep Set,Carrossel,Silica,4.800 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/29/2025,7/31/2025
146102,8/4/2025,14,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.600 ,1,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/29/2025,7/31/2025
144815,8/4/2025,15,5155,25,Pep Set,Carrossel,Silica,4.800 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/29/2025,7/31/2025
146103,8/4/2025,15,1782,25,Cold Box Gasado,Cold Box Pequena,Silica,7.600 ,1,Molde,2,1,126,0,7,3.5,2.5, 9 ,7/29/2025,7/31/2025
145407,8/4/2025,16,5044,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,20,0,2,1,2.5, 3 ,7/29/2025,7/31/2025
145409,8/4/2025,16,5040,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,150,0,15,7.5,2.5, 19 ,7/29/2025,7/31/2025
