_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline,c.a.,LEAD TIME (DIAS)
144995,7/25/2025,2,4805,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,8,0,12,4,1.42, 6 ,7/21/2025,7/23/2025, 23 , -   
144964,7/25/2025,3,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/21/2025,7/23/2025, 100 , -   
144964,7/25/2025,3,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/21/2025,7/23/2025, 100 , -   
144964,7/25/2025,3,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/21/2025,7/23/2025, 100 , -   
144964,7/25/2025,3,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0, 20 ,20,1.25, 25 ,7/21/2025,7/23/2025, 100 , -   
145062,7/25/2025,4,151,1,Cold Box Gasado,Cold Box Pequena,Silica,0.620 ,0.5,peça,2,2,224,0,112,56,2.5, 140 ,7/21/2025,7/23/2025, 280 , -   
145062,7/25/2025,4,151,2,Cold Box Gasado,Cold Box Pequena,Silica,0.620 ,0.5,peça,2,2,224,0,112,56,2.5, 140 ,7/21/2025,7/23/2025, 280 , -   
145599,7/25/2025,6,4292,1,Cold Box Soprado,Sopradora,Silica,12.000 ,1,peça,1,1,72,0,72,72,1.42, 102 ,7/21/2025,7/23/2025, 102 , -   
145099,7/25/2025,7,2671,23,Cold Box Gasado,Cold Box Pequena,Silica,10.4, 1.00 ,Molde,2,1,224,0,16,8,2.5, 20 ,7/21/2025,7/23/2025, 20 , -   
145435,7/25/2025,9,4755,1,Pep Set,Chão,Silica,12.5, 1.00 ,peça,1,2,20,0,20,20,15, 300 ,7/21/2025,7/23/2025, 300 , -   
145435,7/25/2025,9,4755,2,Cold Box Soprado,Sopradora,Silica,6.4, 1.00 ,peça,2,1,20,0,20,10,1.42, 14 ,7/21/2025,7/23/2025, 21 , -   
145435,7/25/2025,9,4755,3,Cold Box Soprado,Sopradora,Silica,3.460 ,1,peça,4,1,20,0,20,5,1.42, 7 ,7/21/2025,7/23/2025, 21 , -   
145609,7/25/2025,10,4054,1,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,0,12,12,15, 180 ,7/21/2025,7/23/2025, 240 , -   
145609,7/25/2025,10,4054,2,Pep Set,Carrossel,Silica,27.4, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 240 , -   
145609,7/25/2025,10,4054,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 240 , -   
145609,7/25/2025,10,4054,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 240 , -   
145609,7/25/2025,10,4054,5,Pep Set,Carrossel,Silica,1.450 ,1,peça,1,2,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 240 , -   
145609,7/25/2025,10,4054,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/21/2025,7/23/2025, 9 , -   
145609,7/25/2025,10,4054,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/21/2025,7/23/2025, 9 , -   
144996,7/25/2025,11,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/21/2025,7/23/2025, 80 , -   
144996,7/25/2025,11,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/21/2025,7/23/2025, 80 , -   
144996,7/25/2025,11,4805,3,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,1,8,0,8,4,1.42, 6 ,7/21/2025,7/23/2025, 23 , -   
144996,7/25/2025,11,4805,4,Cold Box Soprado,Sopradora,Silica,0.93,4,peça,4,1,8,0,32,8,1.42, 11 ,7/21/2025,7/23/2025, 23 , -   
144996,7/25/2025,11,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/21/2025,7/23/2025, 264 , -   
144996,7/25/2025,11,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144996,7/25/2025,11,4805,7,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144996,7/25/2025,11,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144996,7/25/2025,11,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0, 8 ,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144996,7/25/2025,11,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,7/21/2025,7/23/2025, 23 , -   
145044,7/25/2025,12,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145044,7/25/2025,12,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/21/2025,7/23/2025, 5 , -   
145044,7/25/2025,12,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145044,7/25/2025,12,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
145044,7/25/2025,12,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
145082,7/25/2025,12,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145082,7/25/2025,12,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,7/21/2025,7/23/2025, 5 , -   
145082,7/25/2025,12,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145082,7/25/2025,12,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
145082,7/25/2025,12,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
144190,7/25/2025,13,5155,25,Pep Set,Carrossel,Silica,4.1, 1.00 ,Molde,2,1,216,0,12,6,1.25, 8 ,7/21/2025,7/23/2025, 8 , -   
144191,7/25/2025,14,5155,25,Pep Set,Carrossel,Silica,4.1, 1.00 ,Molde,2,1,216,0,12,6,1.25, 8 ,7/21/2025,7/23/2025, 15 , -   
144191,7/25/2025,14,5155,25,Pep Set,Carrossel,Silica,4.100 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/21/2025,7/23/2025, 15 , -   
145603,7/25/2025,15,4073,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,2,Pep Set,Carrossel,Silica,27.000 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,3,Pep Set,Carrossel,Silica,6.4, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,5,Pep Set,Carrossel,Silica,1.45, 1.00 ,peça,1,2,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/21/2025,7/23/2025, 17 , -   
145603,7/25/2025,15,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/21/2025,7/23/2025, 17 , -   
145603,7/25/2025,15,4073,1,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,0,12,12,15, 180 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,2,Pep Set,Carrossel,Silica,27.000 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,3,Pep Set,Carrossel,Silica,6.4, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,5,Pep Set,Carrossel,Silica,1.450 ,1,peça,1,2,12,0, 12 ,12,1.25, 15 ,7/21/2025,7/23/2025, 480 , -   
145603,7/25/2025,15,4073,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/21/2025,7/23/2025, 17 , -   
145603,7/25/2025,15,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/21/2025,7/23/2025, 17 , -   
